T14,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
31,Azerbaijan,2010,GDP in current prices (millions of US dollars),52906.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2015,GDP in current prices (millions of US dollars),53076.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2018,GDP in current prices (millions of US dollars),47112.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2019,GDP in current prices (millions of US dollars),48174.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2020,GDP in current prices (millions of US dollars),42607.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,1995,GDP per capita (US dollars),396.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2005,GDP per capita (US dollars),1551.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2010,GDP per capita (US dollars),5857.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2015,GDP per capita (US dollars),5516.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2018,GDP per capita (US dollars),4735.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2019,GDP per capita (US dollars),4795.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2020,GDP per capita (US dollars),4202.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,1995,GDP in constant 2010 prices (millions of US dollars),8616.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2005,GDP in constant 2010 prices (millions of US dollars),22443.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2010,GDP in constant 2010 prices (millions of US dollars),47989.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2015,GDP in constant 2010 prices (millions of US dollars),53076.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2018,GDP in constant 2010 prices (millions of US dollars),52302.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2019,GDP in constant 2010 prices (millions of US dollars),53600.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2020,GDP in constant 2010 prices (millions of US dollars),51289.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,1995,GDP real rates of growth (percent),-11.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2005,GDP real rates of growth (percent),28.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2010,GDP real rates of growth (percent),4.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2015,GDP real rates of growth (percent),1.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2018,GDP real rates of growth (percent),1.50,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2019,GDP real rates of growth (percent),2.50,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
31,Azerbaijan,2020,GDP real rates of growth (percent),-4.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,1995,GDP in current prices (millions of US dollars),5165.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2005,GDP in current prices (millions of US dollars),9836.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2010,GDP in current prices (millions of US dollars),10096.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2015,GDP in current prices (millions of US dollars),11891.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2018,GDP in current prices (millions of US dollars),12838.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2019,GDP in current prices (millions of US dollars),13164.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2020,GDP in current prices (millions of US dollars),9908.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,1995,GDP per capita (US dollars),18433.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2005,GDP per capita (US dollars),30278.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2010,GDP per capita (US dollars),28444.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2015,GDP per capita (US dollars),31776.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2018,GDP per capita (US dollars),33290.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2019,GDP per capita (US dollars),33800.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2020,GDP per capita (US dollars),25194.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,1995,GDP in constant 2010 prices (millions of US dollars),8256.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2005,GDP in constant 2010 prices (millions of US dollars),11577.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2010,GDP in constant 2010 prices (millions of US dollars),11443.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2015,GDP in constant 2010 prices (millions of US dollars),11891.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2018,GDP in constant 2010 prices (millions of US dollars),12430.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2019,GDP in constant 2010 prices (millions of US dollars),12517.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
44,Bahamas,2020,GDP in constant 2010 prices (millions of US dollars),10700.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
